0,71,-35,15
8,207,-45,14
0,185,-113,15
2,193,-129,15
7,198,-90,14
0,41,-90,15
13,195,-51,16
18,202,-14,14
15,201,-47,14
11,205,-93,14
12,207,-99,14
16,218,-121,15
21,175,-93,36
11,35,-128,16
12,48,-124,20
22,175,-95,35
19,183,-128,32
23,176,-101,31
20,183,-130,45
23,176,-112,30
22,183,-128,40
15,33,-124,16
24,183,-126,45
24,189,-130,70
25,184,-125,56
25,190,-128,83
18,36,-129,22
19,43,-128,22
22,103,-129,38
22,109,-128,36
23,115,-125,35
23,121,-127,33
28,179,-114,39
27,185,-126,91
27,191,-126,78
19,34,-128,27
23,44,-99,23
22,89,-129,35
23,95,-126,36
24,100,-126,34
24,106,-124,37
25,112,-122,40
25,118,-125,39
28,182,-124,70
28,188,-125,107
29,194,-124,82
22,30,-118,17
22,44,-127,19
24,86,-127,32
25,92,-124,38
25,97,-123,32
26,103,-121,33
26,109,-120,31
26,115,-123,47
26,121,-125,67
27,127,-124,63
27,133,-126,66
27,138,-130,74
29,179,-125,53
30,185,-125,127
31,191,-117,87
31,197,-121,72
23,33,-126,21
26,42,-94,24
25,77,-130,27
26,83,-125,27
26,89,-123,40
26,94,-122,35
27,100,-119,34
27,106,-118,31
28,112,-121,63
28,118,-122,74
28,124,-118,82
29,129,-120,77
29,135,-124,81
29,141,-128,86
29,147,-129,85
29,153,-128,79
30,159,-126,77
30,165,-128,73
31,182,-129,97
32,188,-117,92
32,193,-117,84
33,199,-118,41
25,30,-116,18
25,43,-127,21
26,72,-127,27
27,78,-124,30
27,84,-123,36
28,90,-120,41
29,96,-117,34
29,102,-117,30
29,108,-119,55
29,113,-120,91
30,119,-116,85
30,125,-115,74
30,131,-118,98
30,137,-122,93
30,143,-125,95
31,148,-126,90
31,154,-123,86
32,160,-121,86
32,166,-123,75
32,172,-128,67
34,188,-110,111
34,194,-112,82
35,200,-108,34
26,33,-124,19
26,40,-127,22
28,69,-126,25
28,75,-122,30
29,81,-121,37
29,87,-118,44
30,93,-114,35
30,99,-115,33
30,105,-118,55
31,110,-119,90
31,116,-115,87
32,122,-111,73
32,128,-114,103
32,134,-118,102
32,139,-122,94
32,145,-123,101
33,151,-122,96
33,157,-119,96
34,163,-118,92
34,169,-120,87
34,175,-125,70
36,191,-109,107
36,197,-108,97
36,203,-115,25
27,33,-122,20
28,65,-130,24
30,71,-121,26
30,77,-120,33
31,83,-118,47
31,89,-113,40
32,94,-113,36
32,100,-116,42
32,106,-118,90
33,112,-114,85
33,118,-109,86
34,123,-110,95
34,129,-113,106
34,135,-116,93
34,141,-120,85
34,147,-120,95
35,152,-118,96
35,158,-115,100
35,164,-115,105
35,170,-117,96
35,176,-122,78
35,182,-129,57
