0,196,-62,14
11,126,-130,31
12,123,-130,33
13,102,-129,31
19,214,-129,25
19,220,-127,26
14,92,-130,25
14,98,-128,34
14,104,-129,38
20,210,-128,32
21,215,-126,22
15,87,-130,26
16,93,-127,24
16,99,-128,34
16,105,-128,31
16,111,-130,31
17,117,-129,35
17,123,-130,44
17,129,-129,47
22,217,-125,29
17,88,-126,25
17,93,-124,29
17,99,-128,36
18,105,-129,34
18,111,-130,50
18,117,-128,50
19,123,-126,43
19,129,-128,62
19,134,-129,52
23,205,-130,27
24,217,-124,34
18,84,-127,28
19,90,-124,29
19,96,-127,37
19,102,-128,48
19,108,-128,63
20,114,-122,49
21,120,-119,33
21,126,-125,53
21,131,-127,63
21,137,-127,61
21,143,-129,58
21,149,-130,56
24,204,-129,24
26,215,-123,29
19,80,-127,28
20,86,-123,27
20,92,-123,40
20,98,-128,46
21,104,-123,61
22,109,-117,44
23,115,-113,36
22,121,-119,41
22,127,-124,74
22,133,-125,77
23,139,-125,78
23,144,-126,78
23,150,-127,77
24,156,-125,72
24,162,-125,73
24,168,-128,67
26,204,-129,23
26,211,-127,23
27,216,-123,27
20,71,-130,27
20,77,-128,28
21,83,-122,28
22,89,-121,38
22,95,-120,35
23,101,-116,37
24,106,-114,40
24,112,-111,37
24,118,-115,42
24,124,-120,77
24,130,-119,68
25,136,-120,77
25,141,-121,80
25,147,-122,84
25,153,-120,79
26,159,-119,78
26,165,-120,72
26,171,-124,65
26,177,-128,50
28,207,-122,25
28,213,-122,28
29,219,-124,23
21,66,-130,24
22,72,-129,38
23,79,-123,25
23,84,-120,38
24,90,-115,33
24,96,-114,36
25,102,-111,42
25,108,-110,39
26,114,-111,42
26,119,-116,74
26,125,-113,65
27,131,-113,71
27,137,-116,81
27,143,-118,89
27,148,-118,89
28,154,-115,82
28,160,-113,82
28,166,-114,74
28,172,-119,70
28,178,-125,59
30,207,-121,23
30,213,-122,31
30,219,-124,23
22,56,-129,22
23,68,-129,29
24,74,-124,28
24,80,-119,26
25,86,-115,33
26,92,-112,38
26,98,-109,33
27,103,-109,36
27,109,-108,40
27,115,-112,85
28,121,-109,69
28,126,-107,77
28,132,-110,90
28,138,-113,90
28,144,-115,101
29,150,-114,92
30,155,-111,92
30,161,-109,88
30,167,-110,85
30,173,-114,76
30,179,-120,61
29,186,-130,52
31,208,-121,30
31,214,-122,23
32,220,-122,25
24,56,-129,20
25,68,-126,24
25,74,-122,30
26,80,-115,25
27,86,-112,37
28,92,-110,35
28,98,-107,38
28,103,-106,31
29,109,-109,62
29,115,-109,88
30,121,-104,86
30,126,-104,83
30,132,-107,104
30,138,-111,94
30,144,-112,103
31,150,-111,98
31,155,-107,99
32,161,-106,99
32,167,-107,98
32,173,-109,86
32,179,-114,73
32,185,-121,59
33,208,-122,24
33,214,-122,21
33,220,-122,21
25,47,-128,19
25,55,-129,21
25,60,-129,21
26,67,-123,26
27,73,-118,25
28,79,-113,27
28,84,-111,35
29,90,-108,42
30,96,-104,36
30,102,-105,31
30,108,-108,86
31,113,-106,90
31,119,-102,91
32,125,-101,88
32,131,-104,105
32,136,-107,95
32,142,-110,106
32,148,-109,98
33,154,-105,102
33,159,-103,104
34,165,-103,106
34,171,-105,107
34,177,-109,86
34,183,-113,68
33,189,-120,50
