0,62,-91,15
7,192,-97,15
18,195,-40,15
16,197,-70,16
16,198,-85,16
11,207,-130,14
22,214,-75,15
9,61,-130,19
12,71,-111,18
21,215,-100,17
11,62,-122,21
14,68,-105,17
20,217,-124,19
13,62,-119,22
16,68,-98,17
19,184,-125,36
14,58,-122,22
17,65,-100,17
21,181,-120,35
21,187,-126,47
22,217,-129,19
23,178,-120,30
23,184,-122,42
23,190,-124,49
24,182,-118,47
24,188,-121,55
24,194,-125,38
18,55,-125,20
21,123,-130,42
26,181,-116,47
26,187,-119,64
26,193,-121,82
26,199,-128,31
19,55,-126,20
22,109,-130,52
23,115,-125,37
23,121,-125,33
28,179,-110,42
27,185,-117,58
28,191,-119,93
28,197,-119,57
21,55,-127,18
23,90,-129,31
23,96,-126,30
24,102,-126,37
24,108,-123,38
25,114,-120,41
25,119,-123,37
25,125,-129,66
25,131,-130,70
29,178,-118,35
29,183,-117,66
29,189,-118,109
30,195,-117,75
29,201,-124,31
30,219,-127,23
24,86,-128,39
25,92,-124,34
25,97,-122,32
26,103,-120,38
26,109,-119,43
26,115,-120,42
26,121,-124,62
27,127,-124,62
27,132,-124,67
27,138,-127,79
27,144,-129,78
27,150,-130,78
28,156,-129,75
28,162,-129,69
30,179,-116,46
30,185,-118,100
31,190,-114,97
31,196,-115,77
31,203,-124,29
25,81,-128,26
26,87,-124,34
27,93,-120,34
27,99,-117,35
28,105,-117,40
28,111,-117,45
28,116,-120,67
28,122,-118,64
29,128,-117,67
29,134,-121,77
29,140,-124,82
29,146,-125,85
29,151,-124,82
30,157,-122,74
30,163,-122,73
30,169,-127,67
32,186,-119,143
34,191,-103,105
33,197,-111,81
32,205,-129,27
25,45,-120,21
26,75,-130,28
27,81,-122,24
28,87,-120,37
28,93,-118,34
29,99,-115,39
29,105,-114,34
29,110,-118,68
30,116,-117,77
30,122,-112,85
31,128,-113,82
31,134,-117,85
31,140,-120,93
31,145,-121,90
31,151,-119,83
32,157,-116,85
32,163,-116,77
32,169,-120,73
32,175,-127,62
33,186,-123,116
35,191,-101,123
35,197,-105,79
35,203,-114,26
34,216,-128,27
28,74,-125,26
29,80,-120,29
29,86,-119,34
30,92,-114,39
30,97,-113,38
31,103,-114,38
31,109,-116,91
31,115,-113,81
32,120,-108,80
32,126,-110,98
32,132,-114,103
32,138,-117,95
32,144,-118,98
33,150,-117,90
34,155,-113,92
34,161,-112,90
34,167,-114,85
34,173,-118,72
34,179,-126,60
37,189,-101,92
37,195,-101,108
37,201,-101,77
35,210,-127,22
36,217,-124,25
28,44,-127,20
29,69,-124,28
30,75,-119,27
31,81,-117,33
31,87,-112,46
32,93,-111,38
32,99,-112,32
32,105,-115,57
33,110,-113,90
33,116,-108,91
34,122,-106,82
34,128,-109,105
34,133,-112,97
34,139,-115,95
34,145,-116,102
35,151,-112,92
35,156,-109,103
36,162,-109,103
36,168,-111,96
36,174,-114,80
