0,189,-78,15
1,57,-20,15
0,64,-107,19
0,63,-109,18
1,69,-103,18
8,206,-104,15
14,212,-60,14
2,63,-104,17
3,69,-100,18
3,60,-107,18
4,67,-103,19
9,206,-124,16
1,49,-125,20
3,57,-115,19
6,63,-96,17
9,206,-130,17
10,218,-129,16
2,44,-130,21
6,58,-107,19
8,65,-92,18
9,176,-130,44
3,31,-124,17
4,48,-130,20
6,55,-113,21
9,62,-95,17
7,67,-113,17
12,177,-124,36
11,184,-130,33
11,32,-73,15
5,35,-127,19
8,53,-113,23
10,60,-92,17
11,66,-91,19
13,172,-127,29
14,177,-116,38
13,183,-125,47
9,30,-98,15
7,34,-123,26
9,52,-112,21
11,59,-95,17
17,172,-100,31
15,178,-118,44
15,185,-123,62
8,32,-122,27
8,41,-128,20
8,47,-128,20
10,53,-113,21
14,61,-87,17
11,89,-130,25
11,95,-129,39
17,177,-116,48
17,183,-120,64
17,189,-123,45
10,32,-121,26
12,53,-111,19
14,60,-93,17
12,89,-128,26
13,95,-128,36
13,101,-129,42
18,177,-117,50
18,183,-119,84
19,189,-120,84
18,195,-130,36
19,213,-129,19
11,32,-120,24
11,42,-126,22
13,50,-113,21
14,59,-113,19
13,82,-130,26
14,88,-126,25
14,93,-128,37
14,99,-129,41
15,117,-129,45
16,123,-129,46
21,175,-106,46
20,181,-118,77
20,187,-118,88
20,193,-120,43
20,211,-130,23
13,38,-122,22
13,45,-129,20
15,52,-112,19
14,77,-130,27
15,83,-125,26
16,89,-125,35
15,95,-130,39
16,101,-130,59
16,107,-126,64
17,113,-120,34
18,118,-120,32
17,124,-128,56
17,130,-129,67
18,136,-130,56
22,176,-112,50
21,182,-117,99
22,188,-115,84
22,194,-116,49
22,213,-128,28
14,31,-119,21
18,39,-90,21
14,45,-126,20
16,76,-128,30
17,82,-123,28
17,88,-122,36
17,93,-125,37
18,99,-121,45
19,105,-118,38
19,111,-115,33
19,117,-117,36
19,123,-125,69
19,129,-126,71
19,134,-127,80
19,140,-129,75
23,175,-112,55
23,181,-117,136
24,186,-111,90
24,192,-113,87
23,211,-129,27
16,34,-115,22
18,40,-107,20
16,45,-125,20
17,71,-129,32
18,77,-123,29
19,83,-121,36
19,89,-117,34
20,95,-117,42
20,101,-115,44
21,107,-114,35
21,112,-113,40
21,118,-120,63
21,124,-121,68
21,130,-121,70
21,136,-123,83
21,142,-125,82
22,148,-126,80
22,153,-125,78
22,159,-126,72
22,165,-130,70
25,176,-108,62
24,182,-117,132
26,187,-104,98
26,193,-109,79
25,212,-127,29
25,218,-129,24
17,36,-127,23
18,50,-119,20
18,67,-130,28
19,73,-124,33
20,79,-120,28
21,85,-117,35
21,91,-114,38
22,96,-113,36
22,102,-112,34
23,108,-111,37
22,114,-115,63
23,120,-116,69
23,125,-114,68
23,131,-116,73
23,137,-120,84
23,143,-121,88
24,149,-121,85
24,155,-119,78
24,160,-120,76
24,166,-124,67
26,177,-110,61
26,183,-114,112
28,188,-102,116
28,194,-103,83
26,202,-127,23
26,208,-126,25
27,214,-127,25
27,220,-130,26
20,48,-119,20
20,65,-126,28
21,71,-123,27
22,77,-117,26
22,83,-114,39
23,89,-112,38
23,95,-110,33
24,101,-110,31
24,106,-110,44
24,112,-113,88
25,118,-111,70
25,124,-109,77
25,130,-112,82
25,135,-116,90
25,141,-118,95
25,147,-118,93
26,153,-115,88
26,159,-114,84
27,164,-116,74
26,171,-123,70
26,177,-125,58
26,183,-129,69
29,187,-100,117
30,193,-101,110
28,200,-119,28
28,206,-124,26
28,212,-126,25
28,218,-127,23
21,44,-120,20
20,49,-128,20
20,55,-130,19
21,61,-127,25
22,67,-124,23
23,73,-117,26
24,79,-113,32
24,85,-112,37
25,91,-110,45
25,96,-108,33
25,102,-108,34
25,108,-111,97
26,114,-110,82
27,119,-106,89
27,125,-107,92
27,131,-110,99
27,137,-114,99
27,143,-115,103
27,148,-114,94
28,154,-111,94
28,160,-110,94
28,166,-112,83
28,172,-118,72
28,178,-124,56
31,188,-100,112
31,194,-98,97
30,201,-119,25
30,207,-124,27
30,213,-125,24
30,219,-126,24
22,33,-122,20
22,40,-123,20
22,46,-127,21
22,52,-127,19
22,58,-127,20
23,64,-122,24
24,70,-114,29
25,76,-112,30
25,82,-112,42
26,88,-107,39
27,93,-105,32
27,99,-106,33
27,105,-110,96
27,111,-108,93
28,116,-104,92
28,122,-103,85
28,128,-106,107
28,134,-110,96
28,140,-113,106
29,145,-112,101
29,151,-109,100
30,157,-108,103
30,163,-108,103
30,168,-110,94
30,174,-115,78
30,181,-122,56
29,187,-129,53
31,192,-112,89
33,196,-96,89
31,204,-123,28
31,210,-125,25
31,216,-125,25
22,32,-129,19
23,40,-129,20
23,47,-128,20
