1,182,-62,15
3,186,-81,15
2,71,-78,17
4,160,-130,24
0,39,-116,15
2,66,-130,17
2,39,-129,15
6,40,-123,15
6,53,-125,15
15,214,-124,16
18,216,-115,15
11,64,-113,18
18,219,-129,17
12,62,-115,20
17,183,-130,29
13,60,-116,19
20,177,-119,38
19,183,-124,43
21,213,-127,18
12,39,-129,17
15,59,-116,21
18,66,-92,17
22,176,-107,34
21,183,-123,49
21,189,-125,36
22,213,-129,21
15,37,-117,16
16,57,-115,22
19,64,-92,17
23,179,-115,46
23,185,-121,57
23,192,-125,36
16,31,-120,14
15,36,-126,19
18,59,-116,20
19,65,-104,17
24,178,-117,50
24,184,-117,60
25,190,-120,79
24,196,-126,32
24,202,-130,41
24,208,-130,22
25,214,-129,26
25,220,-127,23
18,34,-113,16
17,39,-128,21
18,54,-122,21
21,123,-130,44
26,180,-114,47
26,186,-117,94
26,192,-118,76
26,199,-127,37
26,211,-128,34
27,217,-126,20
19,36,-124,20
19,52,-126,20
23,60,-95,19
21,90,-130,27
23,114,-125,40
23,120,-125,35
23,125,-130,49
28,177,-106,39
28,183,-116,92
28,189,-116,101
28,195,-115,67
28,202,-126,26
28,208,-129,33
28,214,-126,23
28,219,-126,29
20,36,-126,28
21,50,-127,21
24,58,-101,20
23,89,-128,29
23,100,-130,45
24,106,-125,48
25,112,-119,35
25,118,-121,35
24,124,-129,57
25,130,-130,67
25,136,-130,70
29,177,-112,52
29,183,-116,118
30,189,-112,94
30,195,-113,80
29,202,-126,25
29,214,-128,20
30,219,-125,24
21,36,-126,26
23,54,-116,19
24,84,-127,29
24,90,-126,33
25,96,-124,37
26,102,-120,39
26,108,-117,35
27,114,-117,38
26,119,-124,59
26,125,-125,66
27,131,-125,71
27,137,-127,80
27,143,-128,76
27,149,-128,76
28,155,-127,77
28,160,-127,72
28,166,-130,64
30,183,-116,142
32,188,-103,98
32,195,-110,82
31,201,-122,30
30,208,-130,23
32,219,-124,23
24,34,-111,19
23,47,-130,20
25,81,-127,35
26,87,-123,38
27,93,-119,34
27,99,-117,38
28,105,-116,40
28,111,-115,43
28,116,-119,60
28,122,-119,64
29,128,-118,67
29,134,-121,76
29,140,-123,82
29,146,-123,79
30,151,-121,78
30,157,-119,78
30,163,-120,70
30,169,-126,66
30,175,-129,50
31,181,-124,74
32,186,-114,115
34,191,-101,111
34,197,-102,79
32,205,-128,22
32,211,-130,22
33,216,-122,26
24,34,-124,22
25,49,-130,24
25,55,-129,19
27,78,-126,28
27,84,-121,31
28,90,-117,33
29,96,-115,33
29,102,-114,37
29,108,-114,43
30,113,-116,75
30,119,-113,78
31,125,-113,78
31,131,-116,84
31,137,-119,88
31,142,-120,93
31,148,-118,85
32,154,-115,82
32,160,-114,82
32,166,-116,75
32,172,-122,65
32,178,-128,56
32,184,-127,69
35,188,-99,107
35,194,-100,103
36,199,-100,60
34,207,-122,23
34,213,-121,26
35,219,-124,23
26,34,-125,21
27,71,-130,24
28,77,-123,24
29,83,-119,33
30,89,-116,32
30,94,-112,38
31,100,-112,31
31,106,-113,52
31,112,-113,82
32,118,-108,80
32,123,-109,101
32,129,-112,99
32,135,-115,92
32,141,-117,100
33,147,-115,94
34,152,-111,89
34,158,-110,92
34,164,-110,91
34,170,-114,79
34,176,-120,63
34,182,-126,54
36,186,-103,60
37,192,-98,111
37,198,-96,89
36,205,-120,26
36,211,-120,27
36,217,-122,24
27,33,-123,24
